person_id,supper_curfew_hours,no_caffeine_after_noon,blue_light_block_mins,supplement_compliance_pct
1147,0.8,0,12,76
1148,7.0,1,88,99
1149,6.0,1,60,98
1150,2.7,0,11,51
1151,2.5,0,7,67
1152,1.1,0,25,60
1153,4.9,1,79,95
1154,1.6,0,7,76
1155,1.1,0,9,60
1156,0.7,0,2,55
1157,6.5,1,76,96
1158,6.6,1,75,99
1159,1.1,0,14,47
1160,2.6,0,26,52
1161,1.3,0,2,45
1162,0.7,0,22,64
1163,2.8,0,25,59
1164,6.1,1,77,96
1165,6.8,1,73,99
1166,5.1,1,74,97
1167,0.6,0,2,56
1168,1.1,0,2,71
1169,0.6,0,23,56
1170,2.9,0,2,71
1171,1.8,0,13,76
1172,5.5,1,63,97
1173,6.8,1,63,99
1174,5.8,1,61,97
1175,5.8,1,70,95
1176,6.6,1,66,98
1177,2.1,0,24,55
1178,2.4,0,17,44
1179,1.5,0,1,62
1180,1.9,0,25,43
1181,1.8,0,9,57
1182,5.9,1,68,99
1183,1.0,0,23,42
1184,2.3,0,3,43
1185,5.0,1,81,97
1186,1.5,0,15,50
1187,2.5,0,8,51
1188,2.2,0,16,48
1189,6.1,1,74,99
1190,5.9,1,89,95
1191,4.9,1,75,95
1192,2.3,0,13,69
1193,4.5,1,73,97
1194,0.9,0,2,50
1195,6.6,1,72,95
1196,2.7,0,11,57
1197,4.6,1,76,97
1198,0.6,0,25,55
1199,6.5,1,74,96
1200,1.5,0,6,41
1201,5.8,1,74,98
1202,2.6,0,16,56
1203,6.5,1,64,96
1204,5.6,1,88,98
1205,5.2,1,73,96
1206,2.7,0,28,76
1207,1.7,0,14,58
1208,5.0,1,64,97
1209,1.9,0,24,45
1210,5.5,1,75,96
1211,4.6,1,72,97
1212,1.0,0,29,68
1213,5.3,1,74,98
1214,4.8,1,65,98
1215,2.6,0,8,71
1216,1.5,0,19,62
1217,1.4,0,25,43
1218,4.7,1,69,95
1219,7.0,1,78,96
1220,2.1,0,24,60
1221,1.2,0,20,71
1222,5.5,1,61,96
1223,1.9,0,15,55
1224,6.8,1,70,95
1225,4.7,1,66,96
1226,1.1,0,16,72
1227,5.0,1,74,98
1228,2.5,0,9,63
1229,0.7,0,10,79
1230,6.9,1,62,98
1231,6.7,1,81,96
1232,0.5,0,21,69
1233,0.9,0,28,49
1234,1.1,0,12,76
1235,1.0,0,24,59
1236,0.8,0,15,73
1237,6.0,1,71,95
1238,0.5,0,24,73
1239,1.7,0,1,40
1240,2.3,0,21,66
1241,2.5,0,1,68
1242,2.0,0,19,78
1243,4.7,1,73,99
1244,1.4,0,25,51
1245,6.6,1,72,98
1246,2.5,0,28,75
1247,1.3,0,12,75
1248,2.0,0,22,71
1249,0.7,0,4,43
1250,0.8,0,6,70
1251,6.2,1,76,99
1252,0.8,0,13,71
1253,2.8,0,21,73
1254,2.7,0,22,79
1255,5.2,1,70,95
1256,5.3,1,87,97
1257,4.7,1,67,99
1258,1.9,0,8,68
1259,5.9,1,81,96
1260,1.5,0,24,47
1261,5.3,1,82,97
1262,2.9,0,10,68
1263,4.7,1,79,97
1264,1.3,0,14,40
1265,2.2,0,5,47
1266,0.8,0,2,74
1267,0.8,0,19,59
1268,2.7,0,21,58
1269,2.0,0,12,52
1270,5.2,1,79,99
1271,1.1,0,7,47
1272,0.8,0,25,62
1273,1.9,0,19,58
1274,2.9,0,14,70
1275,4.6,1,69,97
1276,1.8,0,18,45
1277,5.3,1,69,98
1278,2.5,0,26,46
1279,5.7,1,84,98
1280,1.9,0,10,76
1281,5.3,1,84,99
1282,2.3,0,24,43
1283,2.4,0,13,50
1284,5.9,1,72,96
1285,2.9,0,25,64
1286,5.3,1,63,97
1287,3.0,0,15,69
1288,2.7,0,13,64
1289,5.5,1,74,99
1290,2.1,0,5,62
1291,2.3,0,16,57
1292,5.0,1,84,99
1293,6.7,1,60,95
1294,6.2,1,63,95
1295,2.2,0,3,40
1296,5.4,1,88,97
1297,5.1,1,63,96
1298,2.2,0,13,57
1299,6.7,1,62,97
1300,2.0,0,16,78
1301,2.4,0,6,43
1302,5.3,1,61,98
1303,1.4,0,25,46
1304,1.3,0,25,62
1305,5.5,1,71,97
1306,6.0,1,64,95
1307,0.9,0,11,69
1308,7.0,1,80,98
1309,1.2,0,29,54
1310,0.6,0,11,57
1311,6.8,1,71,99
1312,2.6,0,25,50
1313,2.0,0,16,73
1314,1.9,0,11,45
1315,1.6,0,20,55
1316,0.9,0,27,48
1317,6.5,1,64,99
1318,1.8,0,9,78
1319,6.1,1,86,97
1320,5.0,1,74,97
1321,5.5,1,72,99
1322,5.5,1,82,96
1323,5.8,1,80,97
1324,5.9,1,72,97
1325,1.9,0,12,46
1326,4.6,1,68,95
1327,0.6,0,10,55
1328,1.2,0,24,51
1329,2.5,0,13,53
1330,5.4,1,70,99
1331,0.9,0,12,53
1332,6.2,1,84,98
1333,1.5,0,14,48
1334,0.6,0,0,43
1335,4.7,1,62,96
1336,2.3,0,15,78
1337,1.1,0,24,59
1338,6.5,1,61,96
1339,5.7,1,71,99
1340,5.4,1,70,97
1341,1.1,0,13,53
1342,1.1,0,8,40
1343,6.9,1,82,97
1344,6.3,1,87,98
1345,2.6,0,26,76
1346,0.8,0,2,79
1347,1.5,0,22,61
1348,6.2,1,87,99
1349,4.9,1,82,99
1350,4.8,1,68,95
1351,1.3,0,22,62
1352,2.8,0,17,62
1353,6.1,1,66,97
1354,1.0,0,18,79
1355,5.7,1,75,98
1356,1.3,0,20,70
1357,5.8,1,72,99
1358,5.3,1,81,99
1359,6.2,1,61,95
1360,1.5,0,10,77
1361,5.3,1,61,97
1362,5.7,1,83,97
1363,1.9,0,28,63
1364,6.7,1,63,95
1365,6.7,1,70,96
1366,2.0,0,18,62
1367,6.4,1,78,95
1368,1.0,0,1,55
1369,5.1,1,61,95
1370,2.0,0,25,45
1371,0.7,0,6,70
1372,5.8,1,79,96
1373,1.5,0,8,70
1374,6.1,1,68,99
1375,2.8,0,15,54
1376,6.7,1,82,99
1377,2.2,0,1,68
1378,3.0,0,9,70
1379,6.1,1,73,95
1380,4.5,1,64,99
1381,5.0,1,72,98
1382,6.8,1,68,98
1383,6.2,1,87,99
1384,1.3,0,18,44
1385,2.2,0,17,59
1386,4.8,1,61,95
1387,1.9,0,9,45
1388,0.9,0,10,59
1389,1.1,0,26,58
1390,2.8,0,23,43
1391,1.3,0,2,53
1392,6.9,1,66,97
1393,2.8,0,21,79
1394,0.7,0,15,58
1395,1.3,0,12,46
1396,2.4,0,24,45
1397,2.9,0,28,64
1398,6.2,1,70,96
1399,5.3,1,87,97
1400,4.5,1,78,96
1401,6.2,1,66,97
1402,2.9,0,21,46
1403,6.3,1,67,98
1404,6.1,1,72,97
1405,1.0,0,6,62
1406,6.6,1,80,95
1407,6.3,1,68,97
1408,1.7,0,4,71
1409,2.8,0,2,53
1410,2.2,0,16,63
1411,6.0,1,81,96
1412,6.9,1,74,96
1413,5.2,1,62,99
1414,6.4,1,88,98
1415,6.9,1,89,98
1416,4.9,1,77,99
1417,4.8,1,84,97
1418,4.7,1,73,95
1419,1.5,0,20,61
1420,6.6,1,85,95
1421,5.2,1,82,96
1422,2.2,0,29,45
1423,2.6,0,4,59
1424,5.4,1,64,95
1425,5.0,1,68,97
1426,2.6,0,21,73
1427,4.8,1,73,95
1428,2.8,0,0,40
1429,5.8,1,77,97
1430,6.1,1,87,96
1431,4.6,1,65,96
1432,5.0,1,83,95
1433,2.5,0,12,76
1434,2.5,0,16,54
1435,2.2,0,29,73
1436,7.0,1,83,96
1437,2.4,0,21,40
1438,1.5,0,17,68
1439,1.4,0,26,51
1440,0.8,0,5,59
1441,0.5,0,0,63
1442,1.0,0,21,74
1443,5.6,1,70,98
1444,2.3,0,9,73
1445,1.3,0,17,56
1446,6.2,1,74,97
1447,0.8,0,11,73
1448,1.0,0,19,60
1449,0.7,0,18,40
1450,6.6,1,71,97
1451,0.5,0,15,67
1452,2.8,0,10,56
1453,2.7,0,11,46
1454,2.7,0,12,43
1455,1.6,0,18,41
1456,5.3,1,64,98
1457,2.3,0,19,40
1458,5.9,1,65,97
1459,1.5,0,22,62
1460,6.9,1,71,97
1461,4.6,1,72,97
1462,0.9,0,22,72
1463,6.1,1,75,99
1464,2.1,0,22,68
1465,6.8,1,82,97
1466,2.2,0,10,46
1467,1.9,0,19,71
1468,2.0,0,25,73
1469,1.9,0,27,56
1470,2.9,0,14,51
1471,2.2,0,14,66
1472,1.0,0,26,41
1473,1.8,0,12,54
1474,5.5,1,85,95
1475,2.3,0,15,77
1476,5.9,1,73,95
1477,6.8,1,61,95
1478,2.5,0,3,56
1479,5.9,1,89,96
1480,1.9,0,22,68
1481,5.8,1,77,96
1482,6.8,1,77,95
1483,6.4,1,63,96
1484,2.0,0,14,48
1485,5.7,1,87,99
1486,0.7,0,25,64
1487,1.2,0,16,57
1488,1.0,0,0,58
1489,2.4,0,16,42
1490,2.6,0,2,47
1491,2.9,0,6,75
1492,2.6,0,29,40
1493,5.5,1,75,96
1494,1.7,0,5,55
1495,6.2,1,73,97
1496,6.0,1,60,96
1497,5.5,1,62,98
1498,1.5,0,1,53
1499,1.2,0,25,72
1500,1.1,0,1,65
1501,5.6,1,67,96
1502,5.4,1,72,95
1503,1.9,0,19,59
1504,2.0,0,11,79
1505,2.9,0,15,58
1506,6.1,1,65,99
1507,0.8,0,11,69
1508,1.0,0,15,58
1509,2.7,0,10,76
1510,2.6,0,10,54
1511,0.9,0,22,76
1512,4.9,1,65,95
1513,2.4,0,24,50
1514,2.8,0,28,74
1515,5.2,1,69,98
1516,4.7,1,61,95
1517,0.8,0,2,70
1518,1.9,0,3,52
1519,2.3,0,24,43
1520,0.8,0,11,56
1521,1.0,0,28,50
1522,2.0,0,8,41
1523,1.3,0,20,75
1524,6.5,1,67,98
1525,5.6,1,73,96
1526,5.9,1,77,98
1527,1.8,0,0,65
1528,0.6,0,11,61
1529,2.8,0,25,45
1530,6.4,1,83,97
1531,6.9,1,83,99
1532,5.6,1,60,97
1533,2.4,0,19,71
1534,0.8,0,9,71
1535,1.7,0,22,73
1536,5.6,1,82,99
1537,1.9,0,0,60
1538,0.8,0,4,73
1539,2.7,0,28,57
1540,5.3,1,88,98
1541,5.5,1,76,97
1542,1.9,0,0,52
1543,1.2,0,18,57
1544,1.7,0,22,55
1545,6.8,1,80,95
1546,2.8,0,4,65
1547,1.1,0,28,42
1548,1.9,0,25,51
1549,2.4,0,17,52
1550,2.2,0,4,46
1551,1.9,0,15,62
1552,2.4,0,14,76
1553,1.0,0,19,52
1554,5.3,1,74,96
1555,2.2,0,27,71
1556,6.1,1,63,99
1557,5.0,1,71,96
1558,3.0,0,20,66
1559,1.0,0,26,55
1560,7.0,1,67,99
1561,4.5,1,85,99
1562,0.6,0,8,51
1563,6.1,1,87,97
1564,6.8,1,72,96
1565,6.5,1,70,96
1566,6.1,1,66,95
1567,2.8,0,9,54
1568,0.7,0,18,49
1569,7.0,1,77,98
1570,1.4,0,3,76
1571,2.7,0,17,74
1572,2.1,0,1,53
1573,2.0,0,12,54
1574,6.8,1,79,99
1575,1.4,0,25,56
1576,4.6,1,62,96
1577,4.5,1,89,98
1578,1.5,0,6,62
1579,6.2,1,82,97
1580,6.6,1,76,98
1581,1.8,0,12,54
1582,2.8,0,29,69
1583,2.2,0,21,51
1584,1.5,0,11,70
1585,4.9,1,79,98
1586,5.5,1,76,96
1587,2.1,0,12,57
1588,5.8,1,79,98
1589,1.0,0,24,43
1590,6.6,1,82,96
1591,5.3,1,66,99
1592,1.1,0,26,60
1593,6.3,1,66,99
1594,0.7,0,16,44
1595,5.0,1,79,99
1596,1.6,0,18,75
1597,0.8,0,23,72
1598,2.5,0,3,49
1599,6.8,1,66,96
1600,6.9,1,75,98
1601,5.2,1,87,99
1602,5.9,1,65,95
1603,5.5,1,60,99
1604,5.9,1,68,97
1605,1.4,0,12,59
1606,4.7,1,80,97
1607,5.4,1,68,95
1608,2.8,0,23,46
1609,6.0,1,86,98
1610,0.6,0,1,75
1611,1.0,0,17,46
1612,5.5,1,72,98
1613,2.6,0,11,43
1614,5.1,1,78,99
1615,3.0,0,11,57
1616,6.4,1,62,95
1617,0.6,0,8,54
1618,5.3,1,62,97
1619,6.5,1,60,99
1620,5.8,1,74,97
1621,6.1,1,87,96
1622,0.7,0,27,57
1623,2.7,0,17,47
1624,6.3,1,66,98
1625,5.6,1,68,97
1626,0.8,0,18,74
1627,1.8,0,29,43
1628,1.3,0,27,51
1629,4.9,1,82,98
1630,4.8,1,74,95
1631,1.3,0,11,44
1632,0.5,0,27,51
1633,6.4,1,74,98
1634,1.1,0,29,70
1635,1.5,0,6,73
1636,6.0,1,85,97
1637,6.6,1,73,96
1638,5.3,1,62,96
1639,4.7,1,88,95
1640,1.9,0,3,49
1641,1.1,0,5,58
1642,2.3,0,26,52
1643,1.5,0,3,63
1644,2.5,0,24,76
1645,5.3,1,83,98
1646,0.7,0,13,53
1647,6.1,1,63,95
1648,6.3,1,84,99
1649,5.3,1,70,97
1650,1.3,0,22,42
1651,5.6,1,83,99
1652,7.0,1,68,95
1653,2.0,0,23,49
1654,6.4,1,75,99
1655,5.2,1,85,97
1656,0.9,0,9,73
1657,4.6,1,72,99
1658,5.0,1,79,95
1659,5.6,1,71,95
1660,4.9,1,82,97
1661,1.3,0,21,59
1662,6.1,1,88,99
1663,1.2,0,17,44
1664,6.1,1,80,99
1665,1.2,0,9,54
1666,6.2,1,77,95
1667,6.0,1,61,98
1668,2.2,0,15,44
1669,2.7,0,12,59
1670,4.7,1,85,99
1671,5.1,1,69,99
1672,5.5,1,87,96
1673,1.6,0,15,70
1674,2.8,0,21,78
1675,1.2,0,28,50
1676,6.2,1,86,95
1677,2.9,0,13,41
1678,6.6,1,77,97
1679,0.8,0,27,78
1680,2.4,0,19,42
1681,0.7,0,29,49
1682,5.6,1,87,99
1683,1.2,0,3,60
1684,6.9,1,76,97
1685,1.4,0,28,60
1686,6.3,1,71,96
1687,4.8,1,86,95
1688,4.8,1,74,99
1689,5.6,1,80,96
1690,2.6,0,25,77
1691,2.7,0,7,72
1692,1.0,0,20,47
1693,2.6,0,23,59
1694,2.0,0,17,68
1695,0.7,0,25,49
1696,1.0,0,19,76
1697,6.0,1,67,99
1698,4.6,1,65,99
1699,5.4,1,86,99
1700,6.3,1,70,98
1701,2.4,0,4,46
1702,1.2,0,25,41
1703,2.6,0,0,62
1704,1.0,0,21,42
1705,1.3,0,20,41
1706,6.2,1,61,98
1707,1.7,0,23,59
1708,5.3,1,60,99
1709,5.9,1,74,97
1710,0.9,0,21,65
1711,0.5,0,9,74
1712,1.1,0,7,55
1713,1.1,0,14,55
1714,1.4,0,0,54
1715,2.8,0,4,74
1716,4.5,1,61,95
1717,5.9,1,86,97
1718,2.7,0,0,76
1719,1.0,0,6,71
1720,1.6,0,3,71
1721,1.3,0,23,74
1722,4.7,1,84,95
1723,1.8,0,4,61
1724,6.3,1,64,99
1725,0.7,0,19,57
1726,6.1,1,81,96
1727,6.2,1,66,99
1728,5.6,1,75,98
1729,6.6,1,73,95
1730,6.2,1,73,97
1731,1.1,0,25,59
1732,5.1,1,86,99
1733,1.6,0,28,46
1734,4.7,1,64,95
1735,5.6,1,70,95
1736,1.1,0,16,72
1737,6.7,1,89,95
1738,4.9,1,84,96
1739,5.4,1,77,96
1740,6.6,1,75,97
1741,1.5,0,29,77
1742,6.8,1,79,96
1743,6.5,1,72,98
1744,2.2,0,19,76
1745,6.4,1,64,99
1746,2.9,0,0,42
1747,5.2,1,62,96
1748,0.7,0,25,41
1749,2.1,0,24,52
1750,0.8,0,22,48
1751,4.9,1,71,98
1752,1.1,0,12,44
1753,6.3,1,83,97
1754,2.4,0,29,46
1755,6.0,1,62,99
1756,6.1,1,83,99
1757,5.5,1,76,96
1758,2.3,0,10,78
1759,0.9,0,3,79
1760,6.1,1,80,97
1761,5.4,1,88,98
1762,2.7,0,14,48
1763,6.3,1,78,99
1764,0.5,0,18,62
1765,2.1,0,26,58
1766,4.5,1,66,98
1767,1.6,0,18,72
1768,6.5,1,85,98
1769,5.6,1,80,99
1770,6.0,1,74,99
1771,5.9,1,60,97
1772,0.6,0,25,55
1773,1.8,0,15,40
1774,5.2,1,65,96
1775,6.3,1,86,95
1776,5.0,1,82,99
1777,6.6,1,81,96
1778,2.1,0,21,62
1779,0.9,0,24,52
1780,1.0,0,22,48
1781,5.5,1,72,96
1782,1.5,0,5,42
1783,7.0,1,65,95
1784,1.6,0,8,51
1785,1.1,0,29,43
1786,2.2,0,28,57
1787,5.8,1,64,99
1788,1.1,0,21,75
1789,2.5,0,28,74
1790,0.6,0,9,55
1791,2.9,0,18,41
1792,7.0,1,78,96
1793,2.1,0,24,40
1794,6.1,1,77,95
1795,0.8,0,0,60
1796,0.8,0,22,75
1797,6.2,1,86,96
1798,2.6,0,11,41
1799,6.5,1,89,99
1800,6.9,1,62,97
1801,5.8,1,60,99
1802,1.8,0,10,62
1803,6.3,1,86,97
1804,6.0,1,85,99
1805,2.8,0,19,77
1806,0.8,0,24,71
1807,5.3,1,62,95
1808,2.6,0,18,51
1809,4.7,1,62,98
1810,2.0,0,6,52
1811,4.8,1,87,99
1812,1.0,0,7,72
1813,5.9,1,87,96
1814,5.2,1,69,95
1815,4.7,1,83,98
1816,6.3,1,77,99
1817,2.8,0,14,75
1818,5.2,1,75,95
1819,2.5,0,17,46
1820,0.6,0,22,55
1821,4.8,1,88,99
1822,5.8,1,84,99
1823,1.8,0,16,53
1824,2.0,0,20,78
1825,6.5,1,89,95
1826,1.5,0,0,71
1827,1.9,0,26,45
1828,1.7,0,19,64
1829,5.1,1,80,97
1830,4.9,1,88,95
1831,5.3,1,85,98
1832,6.2,1,70,98
1833,5.0,1,65,97
1834,1.0,0,27,77
1835,6.4,1,60,95
1836,2.8,0,14,54
1837,6.5,1,85,96
1838,1.0,0,28,71
1839,5.7,1,85,99
1840,2.3,0,26,71
1841,4.8,1,64,96
1842,5.6,1,67,98
1843,1.8,0,29,67
1844,7.0,1,76,98
1845,0.8,0,14,70
1846,1.0,0,28,65
1847,6.1,1,79,98
1848,0.8,0,26,65
1849,1.7,0,1,47
1850,2.5,0,22,53
1851,2.1,0,2,50
1852,1.9,0,20,78
1853,5.0,1,66,95
1854,2.3,0,18,61
1855,2.8,0,17,62
1856,5.1,1,73,95
1857,5.9,1,80,96
1858,1.6,0,16,56
1859,1.8,0,21,53
1860,0.9,0,12,41
1861,6.0,1,76,98
1862,1.1,0,13,45
1863,4.8,1,77,99
1864,5.0,1,67,97
1865,0.9,0,17,51
1866,4.7,1,87,99
1867,2.1,0,2,68
1868,1.7,0,13,57
1869,2.2,0,21,47
1870,6.8,1,60,95
1871,5.8,1,74,96
1872,6.5,1,67,98
1873,1.4,0,13,77
1874,2.5,0,15,64
1875,2.8,0,2,70
1876,6.9,1,78,98
1877,6.7,1,66,99
1878,5.1,1,78,96
1879,5.5,1,68,99
1880,2.3,0,11,64
1881,4.9,1,75,97
1882,5.5,1,78,97
1883,2.2,0,14,53
1884,4.8,1,89,97
1885,5.7,1,75,96
1886,6.7,1,86,98
1887,1.4,0,8,41
1888,6.6,1,71,99
1889,2.0,0,5,79
1890,1.8,0,0,72
1891,4.9,1,76,95
1892,5.3,1,82,97
1893,2.3,0,21,59
1894,1.2,0,29,63
1895,4.5,1,75,97
1896,0.9,0,7,76
1897,5.4,1,74,98
1898,2.7,0,13,55
1899,1.4,0,16,68
1900,1.3,0,4,49
1901,2.3,0,12,40
1902,5.6,1,67,96
1903,1.3,0,10,51
1904,1.1,0,24,50
1905,5.2,1,80,96
1906,4.8,1,60,98
1907,2.2,0,2,52
1908,2.1,0,22,43
1909,2.7,0,28,50
1910,1.2,0,26,78
1911,0.6,0,22,78
1912,2.9,0,7,48
1913,2.9,0,22,75
1914,2.8,0,1,52
1915,1.1,0,27,66
1916,1.8,0,0,59
1917,2.0,0,22,47
1918,2.2,0,24,52
1919,2.0,0,4,44
1920,6.2,1,78,97
1921,2.3,0,2,78
1922,1.9,0,29,47
1923,6.4,1,73,95
1924,1.2,0,29,66
1925,5.6,1,69,99
1926,2.7,0,28,59
1927,2.2,0,23,47
1928,1.8,0,8,75
1929,5.4,1,71,95
1930,5.3,1,75,98
1931,2.3,0,14,71
1932,2.7,0,19,74
1933,2.0,0,24,44
1934,2.4,0,29,65
1935,6.3,1,69,95
1936,6.4,1,86,98
1937,4.8,1,86,99
1938,1.2,0,7,59
1939,6.0,1,77,96
1940,1.7,0,26,73
1941,4.7,1,81,95
1942,1.1,0,19,73
1943,2.2,0,29,56
1944,1.7,0,17,66
1945,6.8,1,63,96
1946,6.5,1,68,96
1947,2.1,0,7,51
1948,6.0,1,77,99
1949,0.5,0,5,55
1950,2.9,0,15,78
1951,5.2,1,72,96
1952,1.1,0,16,75
1953,2.7,0,22,64
1954,5.8,1,88,95
1955,2.6,0,8,51
1956,1.2,0,27,52
1957,2.2,0,6,63
1958,2.6,0,6,50
1959,1.1,0,12,70
1960,3.0,0,10,73
1961,5.0,1,61,99
1962,4.7,1,76,99
1963,6.6,1,65,99
1964,1.1,0,10,63
1965,5.1,1,84,97
1966,2.7,0,6,41
1967,1.0,0,16,76
1968,1.8,0,8,64
1969,2.2,0,5,57
1970,2.4,0,0,52
1971,5.2,1,62,96
1972,5.2,1,76,99
1973,6.7,1,76,99
1974,5.9,1,64,98
1975,2.2,0,12,76
1976,2.4,0,6,59
1977,0.9,0,16,60
1978,2.6,0,23,59
1979,2.8,0,2,64
1980,2.8,0,21,49
1981,1.5,0,26,52
1982,5.0,1,86,95
1983,5.3,1,74,97
1984,2.4,0,15,53
1985,6.4,1,70,95
1986,1.9,0,22,59
1987,5.8,1,61,96
1988,6.5,1,63,98
1989,6.7,1,85,95
1990,0.6,0,5,61
1991,2.0,0,14,65
1992,5.3,1,65,99
1993,2.4,0,0,75
1994,4.7,1,71,96
1995,1.6,0,3,70
1996,1.8,0,25,63
1997,2.0,0,28,49
1998,2.4,0,2,70
1999,4.7,1,70,99
2000,2.7,0,14,46
2001,5.6,1,68,96
2002,1.5,0,25,46
2003,4.8,1,70,95
2004,5.6,1,61,99
2005,2.7,0,23,43
2006,6.4,1,77,95
2007,5.4,1,73,98
2008,4.7,1,82,99
2009,1.8,0,21,65
2010,5.2,1,60,95
2011,0.5,0,28,76
2012,1.5,0,9,67
2013,5.0,1,69,97
2014,1.5,0,9,69
2015,5.7,1,85,97
2016,6.0,1,69,96
2017,0.6,0,6,66
2018,5.6,1,76,95
2019,1.9,0,3,79
2020,5.7,1,81,96
2021,2.6,0,8,45
2022,5.6,1,66,99
2023,2.7,0,6,58
2024,0.6,0,25,61
2025,4.7,1,60,96
2026,1.6,0,17,49
2027,4.9,1,63,99
2028,0.5,0,26,63
2029,0.9,0,18,48
2030,2.7,0,28,49
2031,2.2,0,27,54
2032,2.3,0,25,61
2033,2.0,0,23,62
2034,0.9,0,5,73
2035,1.2,0,16,72
2036,4.9,1,61,95
2037,5.9,1,63,98
2038,1.2,0,3,60
2039,2.1,0,21,51
2040,1.2,0,9,76
2041,7.0,1,69,96
2042,1.9,0,14,43
2043,5.5,1,82,95
2044,2.7,0,0,73
2045,1.3,0,19,40
2046,6.2,1,74,95
2047,7.0,1,72,97
2048,4.7,1,73,97
2049,5.4,1,88,97
2050,2.5,0,8,49
2051,1.9,0,17,44
2052,4.6,1,70,98
2053,1.8,0,0,43
2054,2.8,0,2,48
2055,2.5,0,1,49
2056,1.0,0,1,69
2057,5.0,1,71,95
2058,6.8,1,72,99
2059,6.8,1,64,96
2060,4.8,1,70,99
2061,6.0,1,77,95
2062,2.4,0,29,48
2063,6.6,1,82,98
2064,5.5,1,63,96
2065,1.5,0,18,45
2066,2.1,0,29,64
2067,2.1,0,25,61
2068,2.5,0,9,75
2069,5.5,1,61,96
2070,2.9,0,2,52
2071,1.3,0,1,47
2072,5.7,1,65,96
2073,6.4,1,68,96
2074,1.7,0,9,50
2075,0.8,0,16,55
2076,6.1,1,68,97
2077,2.6,0,13,73
2078,4.8,1,67,96
2079,1.8,0,24,58
2080,2.1,0,2,42
2081,1.4,0,3,56
2082,1.4,0,29,60
2083,4.6,1,79,97
2084,5.4,1,79,98
2085,2.0,0,14,69
2086,0.6,0,20,59
2087,1.9,0,28,48
2088,1.2,0,15,65
2089,0.7,0,27,58
2090,5.6,1,72,96
2091,1.5,0,29,61
2092,6.0,1,73,99
2093,4.7,1,60,95
2094,0.9,0,29,55
2095,1.7,0,7,42
2096,2.7,0,13,55
2097,5.2,1,89,97
2098,1.3,0,29,51
2099,5.2,1,89,95
2100,1.5,0,14,77
2101,2.6,0,11,50
2102,5.4,1,79,95
2103,1.8,0,0,47
2104,1.3,0,24,62
2105,0.6,0,7,55
2106,6.6,1,88,95
2107,4.7,1,73,98
2108,2.2,0,2,49
2109,2.1,0,26,66
2110,5.4,1,78,95
2111,5.4,1,74,99
2112,6.2,1,64,97
2113,4.9,1,85,96
2114,0.6,0,15,48
2115,0.7,0,19,56
2116,2.5,0,18,48
2117,1.5,0,14,43
2118,0.9,0,8,49
2119,6.1,1,72,98
2120,2.8,0,29,76
2121,1.2,0,20,64
2122,0.5,0,17,64
2123,2.5,0,13,40
2124,5.6,1,64,99
2125,5.7,1,68,96
2126,1.6,0,13,40
2127,5.7,1,74,96
2128,5.6,1,88,97
2129,5.1,1,69,97
2130,0.5,0,22,43
2131,1.1,0,28,40
2132,6.8,1,60,95
2133,4.5,1,79,99
2134,6.1,1,83,99
2135,6.0,1,74,96
2136,4.7,1,79,98
2137,4.6,1,69,99
2138,0.6,0,5,78
2139,0.5,0,20,53
2140,2.0,0,19,54
2141,4.6,1,69,96
2142,1.5,0,29,76
2143,1.5,0,14,60
2144,6.8,1,63,95
2145,6.3,1,82,99
2146,5.8,1,83,97
2147,5.7,1,75,95
2148,0.9,0,17,46
2149,1.9,0,29,78
2150,0.5,0,10,48
2151,2.3,0,25,42
2152,1.7,0,19,73
2153,2.3,0,23,71
2154,5.6,1,60,98
2155,1.1,0,20,73
2156,6.6,1,70,98
2157,6.3,1,65,96
2158,1.7,0,18,48
2159,2.1,0,26,45
2160,1.2,0,28,52
2161,1.4,0,20,66
2162,4.8,1,72,98
2163,1.6,0,3,68
2164,5.5,1,88,97
2165,1.1,0,2,41
2166,5.8,1,85,97
2167,6.4,1,60,99
2168,2.7,0,3,76
2169,2.8,0,17,58
2170,4.8,1,69,95
2171,1.0,0,22,70
2172,1.5,0,25,78
2173,0.9,0,15,79
2174,2.5,0,26,50
2175,4.8,1,66,97
2176,2.9,0,12,50
2177,2.9,0,27,63
2178,1.9,0,16,57
2179,4.7,1,66,98
2180,6.7,1,87,98
2181,6.2,1,73,96
2182,2.9,0,13,46
2183,2.2,0,4,77
2184,5.7,1,74,96
2185,5.3,1,84,95
2186,2.8,0,10,49
2187,5.1,1,83,96
2188,1.6,0,10,50
2189,6.2,1,72,99
2190,5.5,1,73,96
2191,6.9,1,61,96
2192,6.7,1,89,99
2193,6.4,1,74,95
2194,0.6,0,26,67
2195,1.0,0,29,47
2196,1.9,0,11,44
2197,1.9,0,0,64
2198,2.0,0,2,58
2199,5.4,1,61,95
2200,5.6,1,63,99
2201,0.6,0,19,42
2202,1.7,0,16,76
2203,1.8,0,15,50
2204,4.7,1,88,96
2205,6.9,1,81,98
2206,5.7,1,88,97
2207,5.0,1,85,97
2208,5.9,1,68,97
2209,1.8,0,13,60
2210,4.6,1,86,98
2211,1.8,0,15,59
2212,6.2,1,76,99
2213,4.8,1,65,99
2214,2.9,0,4,74
2215,5.9,1,85,95
2216,3.0,0,12,65
2217,6.7,1,83,98
2218,5.9,1,64,96
2219,5.4,1,88,95
